武将id			星数	星级系数	星级属性	进阶消耗，1升2使用2星消耗，合成使用1星消耗	技能																																																								
captain_id			star	coef	sprite_stat	cost	spell	spell	spell	spell	spell																																																				
3	伍子胥	3	1	1.2	13301003	13301003	13111003	13121003	13100202	13141003	13101512									3	1	1.2		3	2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0
3	伍子胥	3	2	1.35	13302003	13302003	13111003	13122003	13100202	13142003	13102512									3	2	1.35		3	2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0
3	伍子胥	3	3	1.5	13303003	13303003	13111003	13123003	13100202	13143003	13103512									3	3	1.5		3	2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0
3	伍子胥	3	4	1.65	13304003	13304003	13111003	13124003	13100202	13144003	13104512									3	4	1.65		3	2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0
3	伍子胥	3	5	1.8	13305003	13305003	13111003	13125003	13100202	13145003	13105512									3	5	1.8		3	2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0
4	田忌	2	1	1	13301004	13301004	13111004	13121004	13101507	13141004														2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0
4	田忌	2	2	1.12	13302004	13302004	13111004	13122004	13101507	13142004									B	A	S			2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0
4	田忌	2	3	1.24	13303004	13303004	13111004	13123004	13101507	13143004								1	0.8	1	1.2			2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0
4	田忌	2	4	1.36	13304004	13304004	13111004	13124004	13101507	13144004								2	0.9	1.12	1.35			2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0
4	田忌	2	5	1.48	13305004	13305004	13111004	13125004	13101507	13145004								3	1	1.24	1.5			2	3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0
5	屈原	3	1	1.2	13301005	13301005	13111005	13121005	13100201									4	1.1	1.36	1.65			3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0
5	屈原	3	2	1.35	13302005	13302005	13111005	13122005	13100201									5	1.2	1.48	1.8			3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0
5	屈原	3	3	1.5	13303005	13303005	13111005	13123005	13100201															3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0
5	屈原	3	4	1.65	13304005	13304005	13111005	13124005	13100201															3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0
5	屈原	3	5	1.8	13305005	13305005	13111005	13125005	13100201															3	2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0
6	苏秦	2	1	1	13301006	13301006	13111006	13121006	13101507	13141006					13141004									2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0
6	苏秦	2	2	1.12	13302006	13302006	13111006	13122006	13101507	13142006					13142004									2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0
6	苏秦	2	3	1.24	13303006	13303006	13111006	13123006	13101507	13143006					13143004									2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0
6	苏秦	2	4	1.36	13304006	13304006	13111006	13124006	13101507	13144006					13144004									2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0
6	苏秦	2	5	1.48	13305006	13305006	13111006	13125006	13101507	13145006					13145004									2	3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0
7	张仪	3	1	1.2	13301007	13301007	13111007	13121007	13100202	13141007	13101512													3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0
7	张仪	3	2	1.35	13302007	13302007	13111007	13122007	13100202	13142007	13102512													3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0
7	张仪	3	3	1.5	13303007	13303007	13111007	13123007	13100202	13143007	13103512				13141025									3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0
7	张仪	3	4	1.65	13304007	13304007	13111007	13124007	13100202	13144007	13104512				13142025									3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0
7	张仪	3	5	1.8	13305007	13305007	13111007	13125007	13100202	13145007	13105512				13143025									3	2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0
8	西门豹	2	1	1	13301008	13301008	13111008	13121008	13101507						13144025									2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0
8	西门豹	2	2	1.12	13302008	13302008	13111008	13122008	13101507						13145025									2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0
8	西门豹	2	3	1.24	13303008	13303008	13111008	13123008	13101507															2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0
8	西门豹	2	4	1.36	13304008	13304008	13111008	13124008	13101507															2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0
8	西门豹	2	5	1.48	13305008	13305008	13111008	13125008	13101507															2	3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0
9	钟无艳	3	1	1.2	13301009	13301009	13111009	13121009	13101507	13141009	13101512													3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0
9	钟无艳	3	2	1.35	13302009	13302009	13111009	13122009	13101507	13142009	13102512													3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0
9	钟无艳	3	3	1.5	13303009	13303009	13111009	13123009	13101507	13143009	13103512													3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0
9	钟无艳	3	4	1.65	13304009	13304009	13111009	13124009	13101507	13144009	13104512													3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0
9	钟无艳	3	5	1.8	13305009	13305009	13111009	13125009	13101507	13145009	13105512													3	3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0
10	高渐离	3	1	1.2	13301010	13301010	13111028	13121010	13100201	13141010	13101511													3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0
10	高渐离	3	2	1.35	13302010	13302010	13111028	13122010	13100201	13142010	13102511													3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0
10	高渐离	3	3	1.5	13303010	13303010	13111028	13123010	13100201	13143010	13103511													3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0
10	高渐离	3	4	1.65	13304010	13304010	13111028	13124010	13100201	13144010	13104511													3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0
10	高渐离	3	5	1.8	13305010	13305010	13111028	13125010	13100201	13145010	13105511													3	2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0
11	鲁班	2	1	1	13301011	13301011	13111011	13121011	13100201															2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0
11	鲁班	2	2	1.12	13302011	13302011	13111011	13122011	13100201															2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0
11	鲁班	2	3	1.24	13303011	13303011	13111011	13123011	13100201															2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0
11	鲁班	2	4	1.36	13304011	13304011	13111011	13124011	13100201															2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0
11	鲁班	2	5	1.48	13305011	13305011	13111011	13125011	13100201															2	1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0
12	平原君	1	1	0.8	13301012	13301012	13111012	13121012	13101507															1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
12	平原君	1	2	0.9	13302012	13302012	13111012	13122012	13101507															1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
12	平原君	1	3	1	13303012	13303012	13111012	13123012	13101507															1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
12	平原君	1	4	1.1	13304012	13304012	13111012	13124012	13101507															1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
12	平原君	1	5	1.2	13305012	13305012	13111012	13125012	13101507															1	2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0
13	春申君	2	1	1	13301013	13301013	13111013	13121013	13101508	13141013														2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
13	春申君	2	2	1.12	13302013	13302013	13111013	13122013	13101508	13142013														2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
13	春申君	2	3	1.24	13303013	13303013	13111013	13123013	13101508	13143013														2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
13	春申君	2	4	1.36	13304013	13304013	13111013	13124013	13101508	13144013														2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
13	春申君	2	5	1.48	13305013	13305013	13111013	13125013	13101508	13145013														2	2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
14	孟尝君	2	1	1	13301014	13301014	13111014	13121014	13100201	13141014														2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	孟尝君	2	2	1.12	13302014	13302014	13111014	13122014	13100201	13142014														2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	孟尝君	2	3	1.24	13303014	13303014	13111014	13123014	13100201	13143014														2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	孟尝君	2	4	1.36	13304014	13304014	13111014	13124014	13100201	13144014														2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14	孟尝君	2	5	1.48	13305014	13305014	13111014	13125014	13100201	13145014														2	1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15	赵括	1	1	0.8	13301015	13301015	13111015	13121015	13101508															1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	赵括	1	2	0.9	13302015	13302015	13111015	13122015	13101508															1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	赵括	1	3	1	13303015	13303015	13111015	13123015	13101508															1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	赵括	1	4	1.1	13304015	13304015	13111015	13124015	13101508															1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	赵括	1	5	1.2	13305015	13305015	13111015	13125015	13101508															1	2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	郑袖	2	1	1	13301016	13301016	13111016	13121016	13100201	13141011														2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	郑袖	2	2	1.12	13302016	13302016	13111016	13122016	13100201	13142011														2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	郑袖	2	3	1.24	13303016	13303016	13111016	13123016	13100201	13143011														2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	郑袖	2	4	1.36	13304016	13304016	13111016	13124016	13100201	13144011														2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	郑袖	2	5	1.48	13305016	13305016	13111016	13125016	13100201	13145011														2	1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	东施	1	1	0.8	13301017	13301017	13111017	13121017	13101507															1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	东施	1	2	0.9	13302017	13302017	13111017	13122017	13101507															1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	东施	1	3	1	13303017	13303017	13111017	13123017	13101507															1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	东施	1	4	1.1	13304017	13304017	13111017	13124017	13101507															1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	东施	1	5	1.2	13305017	13305017	13111017	13125017	13101507															1	2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	夏姬	2	1	1	13301018	13301018	13111018	13121018	13100202	13141018														2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	夏姬	2	2	1.12	13302018	13302018	13111018	13122018	13100202	13142018														2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	夏姬	2	3	1.24	13303018	13303018	13111018	13123018	13100202	13143018														2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	夏姬	2	4	1.36	13304018	13304018	13111018	13124018	13100202	13144018														2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	夏姬	2	5	1.48	13305018	13305018	13111018	13125018	13100202	13145018														2	3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	乐毅	3	1	1.2	13301019	13301019	13111019	13121019	13100202	13141030	13101512													3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	乐毅	3	2	1.35	13302019	13302019	13111019	13122019	13100202	13142030	13102512													3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	乐毅	3	3	1.5	13303019	13303019	13111019	13123019	13100202	13143030	13103512													3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	乐毅	3	4	1.65	13304019	13304019	13111019	13124019	13100202	13144030	13104512													3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	乐毅	3	5	1.8	13305019	13305019	13111019	13125019	13100202	13145030	13105512													3	3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	田单	3	1	1.2	13301020	13301020	13111020	13121020	13101508	13141036	13101512													3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	田单	3	2	1.35	13302020	13302020	13111020	13122020	13101508	13142036	13102512													3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	田单	3	3	1.5	13303020	13303020	13111020	13123020	13101508	13143036	13103512													3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	田单	3	4	1.65	13304020	13304020	13111020	13124020	13101508	13144036	13104512													3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	田单	3	5	1.8	13305020	13305020	13111020	13125020	13101508	13145036	13105512													3	2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	赵奢	2	1	1	13301021	13301021	13111021	13121021	13100202	13141021														2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	赵奢	2	2	1.12	13302021	13302021	13111021	13122021	13100202	13142021														2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	赵奢	2	3	1.24	13303021	13303021	13111021	13123021	13100202	13143021														2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	赵奢	2	4	1.36	13304021	13304021	13111021	13124021	13100202	13144021														2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	赵奢	2	5	1.48	13305021	13305021	13111021	13125021	13100202	13145021														2	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	项燕	1	1	0.8	13301022	13301022	13111022	13121022	13101507	13141025	13101511													1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	项燕	1	2	0.9	13302022	13302022	13111022	13122022	13101507	13142025	13102511													1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	项燕	1	3	1	13303022	13303022	13111022	13123022	13101507	13143025	13103511													1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	项燕	1	4	1.1	13304022	13304022	13111022	13124022	13101507	13144025	13104511													1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	项燕	1	5	1.2	13305022	13305022	13111022	13125022	13101507	13145025	13105511													1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	孙膑	3	1	1.2	13301023	13301023	13111023	13121023	13101507	13141023	13101511													3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	孙膑	3	2	1.35	13302023	13302023	13111023	13122023	13101507	13142023	13102511													3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	孙膑	3	3	1.5	13303023	13303023	13111023	13123023	13101507	13143023	13103511													3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	孙膑	3	4	1.65	13304023	13304023	13111023	13124023	13101507	13144023	13104511													3	2	3	2	3	3	3	3	3	3	3	3	3	3	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
